Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
15/01/2021,"9 FAIRVIEW TERRACE, GREENHILLS RD, GARRYOWEN",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2017,"8 VICTORIA COURT, CUSACK RD, ENNIS",,Clare,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2021,"52 ARDKEALE, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2019,"WOODVILLE LODGE, LACKA, CASTLECONNELL",,Limerick,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2016,"35 ASHFIELD COURT, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€212,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2016,"33 WARREN AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2013,"88 ROSCAM, ROS CAOIN",,Galway,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"16 ST JOSEPHS PARK, QUAY ST, DUNDALK",,Louth,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"9 OLDTOWN GARDENS, NAAS, KILDARE",,Kildare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2015,"14 BAYSIDE BOULEVARD NORTH, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"2 WOODLANDS PARK, BLACKROCK, DUBLIN",,Dublin,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2020,"7 ASHWOOD WALK, PORTLAOISE, LAOIS",,Laois,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"KILRUSH, HOLLYMOUNT, CLAREMORRIS",,Mayo,"€166,550.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"5 VIEWMOUNT, DUBLIN RD, LONGFORD",,Longford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"111 OAKLEIGH WOOD, DOORADOYLE, LIMERICK",,Limerick,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2010,"3 The Laurels, Avourwen Meadows, Duleek Road",,Meath,"€208,810.56",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2017,"11 SYNOTT PLACE, DUBLIN 7, DUBLIN",Dublin 15,Dublin,"€578,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"37 DORAN CLOSE, BUNDORAN, DONEGAL",,Donegal,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2020,"15 Shackleton Manor, Shackleton Park, Lucan",,Dublin,"€392,070.00",No,Yes,New Dwelling house /Apartment,
14/11/2014,"49 ASHINGTON CLOSE, NAVAN ROAD, DUBLIN 7",,Dublin,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"14 ALEXANDRA WALK, ABBEYLANDS, CLANE",,Kildare,"€275,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"18 GLENAMUCK COTTAGES, GLENAMUCK RD, DUBLIN 18",Dublin 18,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"79 Block D2, Sraith Fhada, Doughiska",,Galway,"€237,885.00",No,Yes,New Dwelling house /Apartment,
15/08/2014,"24 forge view, the forge, lusk",,Dublin,"€247,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/03/2020,"7 LONGFIELD DR, CLONMEL, TIPPERARY",,Tipperary,"€257,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2015,"Shalvey, Kilcar",,Donegal,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"JAMESTOWN, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2019,"13 HAYFIELD, MODEL FARM RD, CORK",,Cork,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2011,"Unit 14  Bective House, Beaufort Place, Navan",,Meath,"€80,045.13",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/07/2015,"3 CURLEW HOUSE, ASTON GREEN, ASTON VILLAGE",,Louth,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"Derryvrin, Abbeydorney",,Kerry,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2012,"Ballynamantan, Gort",,Galway,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2018,"240 STANNAWAY RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2018,"6 Meadow View, Creggaun na Hilla, Clarecastle",,Clare,"€180,616.74",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
02/06/2021,"2 CAMCOR HOUSE, RAILWAY RD, BIRR",,Offaly,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2017,"34 EUGENE ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2012,"21 Mount Symon Close, Clonsilla",Dublin 15,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"APT 14 LAR NA CATHRACH, ABBEY TRINITY, TUAM",,Galway,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2013,"44 AN CHOILL RUA, KELLYMOUNT, PAULSTOWN",,Kilkenny,"€92,511.01",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/10/2021,"16 BOWLING COURT, BOWLING GREEN, MALLOW",,Cork,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2016,"TISSASSON, KINSALE, CORK",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2016,"JIGGINSTOWN, NAAS, KILDARE",,Kildare,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"KEALAFREAGHANE, MASTERGEEHY, KILLARNEY",,Kerry,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2014,"62 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2010,"23 Church View, St. Johnston",,Donegal,"€147,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/11/2020,"18 GLENCARNEY DR, KENMARE, KERRY",,Kerry,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2019,"WATERGATE LANE, KANTURK, COUNTY CORK",,Cork,"€27,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2013,"9 DOONAMANA RD, DUN LAOGHAIRE",,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"46 Woodley Park, Kilmacud, Dublin",,Dublin,"€523,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2014,"8 ST BRIDGETS TERRACE, TUAM, GALWAY",,Galway,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2020,"23 COWPER VILLAGE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2017,"32 SUMMERFIELDS, BALLYLEARY, COBH",,Cork,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2020,"Apartment 23  Block D, Mount Argus Apartments",Dublin 6w,Dublin,"€476,545.00",No,Yes,New Dwelling house /Apartment,
10/09/2010,"49 The Park, Oldtown Mill, Celbridge",,Kildare,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2010,"2 Churchview, Ballincollig",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2018,"FLAT 1 25B OAKLEY RD, RANELAGH, DUBLIN",Dublin 6,Dublin,"€795,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2013,"Lisdrumneil, Fairymount",,Roscommon,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2016,"3 FURNACE HILL, DRUMSHANBO, LEITRIM",,Leitrim,"€105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/04/2018,"INISHLODGE, RAHAN RD, BALLYLYNAN",,Kildare,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2021,"HILLARYS HOUSE, CROWE ST, GORT",,Galway,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"1 HILL HOUSE, HIGH ST, WESTPORT",,Mayo,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2018,"APT 2 ARRAN HOUSE, 35 EAST ARRAN ST, DUBLIN 7",Dublin 7,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2020,"26 TALLOW HALL, BELGARD SQ, TALLAGHT",Dublin 24,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2017,"220 RIVERFOREST, LEIXLIP, CO KILDARE",,Kildare,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"31 THE MEADOWS, CASTLE FARM, DUNBOYNE",,Meath,"€350,000.00",No,Yes,New Dwelling house /Apartment,
01/11/2019,"4 OAKDALE, ST MARTINS ROAD, ROSSLARE",,Wexford,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"VILLA GARRYOWEN, KINGSTON RD, GARRYOWEN",,Galway,"€1,127,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2021,"FLOWER HILL, CHURCH HILL, ENNISKERRY",,Wicklow,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"WEST END, MOUNTCOLLINS, ABBEYFEALE",,Limerick,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2020,"21 INIS CUAIN, CLONAKILTY, CORK",,Cork,"€462,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"36 WALKINSTOWN PARK, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"36 CALDERWOOD AVE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€795,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2018,"26 CNOC NA GREINE WALK, KILCULLEN, KILDARE",,Kildare,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2015,"57 ST ATTRACTA RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2013,"347 the Lawn, Blegard Heights, Tallaght",Dublin 24,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2012,"6 THE MEADOWS, KILTOY, LETTERKENNY",,Donegal,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2020,"22 The Avenue, St Marnocks Bay, Station Road",,Dublin,"€523,490.69",No,Yes,New Dwelling house /Apartment,
31/05/2019,"14 VALEVIEW DR, FINGLAS, DUBLIN",Dublin 11,Dublin,"€32,304.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2014,"55 Crosforge, Saggart, Co. Dublin",,Dublin,"€290,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
25/07/2017,"DRUID HILL, BRENNANSTOWN RD, CARRICKMINES DUBLIN 18",Dublin 18,Dublin,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"18 Harbour View, Maynooth, County Kildare",,Kildare,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2020,"5 The Grove, Broadmeadow Vale, Ratoath",,Meath,"€321,586.00",No,Yes,New Dwelling house /Apartment,
13/01/2015,"41A OAKVIEW AVE, HARTSTOWN, DUBLIN 15",Dublin 15,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"BALLYBANE, TULRAHAN, CLAREMORRIS",,Mayo,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2017,"4 PILMORE COTTAGES, PILMORE, YOUGHAL",,Cork,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"CUSHINKEEL, SHEEAUNE, WESTPORT",,Mayo,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2017,"117 SHANARD RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2019,"KNOCKADEA, BALLYLANDERS, COUNTY LIMERICK",,Limerick,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"CLASHBREDANE, KILMICHAEL, MACROOM",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2018,"APT 1, 64 GROSVENOR SQ, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€114,285.71",No,No,Second-Hand Dwelling house /Apartment,
26/10/2017,"1 FULHAM STREET, BALBRIGGAN, CO DUBLIN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2016,"THORNHILL HOUSE, THORNHILL, BIRDHILL",,Tipperary,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"GREAGH, FENAGH, BALLINAMORE",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2014,"14 The Orchard, Chapel Hill, Macroom",,Cork,"€118,943.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/06/2014,"7 COOLA LAWNS, MULLINGAR RD, KILBEGGAN",,Westmeath,"€85,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2010,"14 Clanbrassil Terrace, Dowkins Lane, Lower Clanbrassil Street",Dublin 8,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"22 St. John's Road, Clondalkin, Dublin 22",,Dublin,"€310,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/12/2017,"3 ANNFIELD COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2020,"No. 21  The Courtyard, Heatherside, Vale Road",,Wicklow,"€223,171.81",No,Yes,New Dwelling house /Apartment,
12/06/2017,"33 THE GLENTIES, MACROOM, GLENTIES",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2016,"CAPPAGANNEEN, BEAUFORT, KILLARNEY",,Kerry,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"APT 70, MILLBANK THE LINKS, STATION RD",Dublin 13,Dublin,"€174,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2017,"10 MARIAN PLACE, BENNETTSBRIDGE, KILKENNY",,Kilkenny,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2019,"57 GRANGE PARK RISE, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2019,"11 MALFIELD, THOMAS TOWN, KILKENNY",,Kilkenny,"€67,154.07",No,No,Second-Hand Dwelling house /Apartment,
19/05/2011,"Bunnagurragh, Bunclody",,Wexford,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2017,"14 THE GREEN, BALLYMACOOL, LETTERKENNY",,Donegal,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2017,"26 LARCHFIELD, ALANDALE, SOUTH CIRCULAR RD",,Limerick,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2020,"Apt 324  Block 2The Elms, Trimbleston, Goatstown Road",,Dublin,"€484,581.50",No,Yes,New Dwelling house /Apartment,
31/03/2021,"APT 2B, NEWTOWN COURT, WATERFORD",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2020,"4 HIGHGROVE, BLACKWATER, ARDNACRUSHA",,Clare,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"20 ST JAMESS COURT, ECHLIN ST, DUBLIN 8",Dublin 8,Dublin,"€260,100.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2019,"61 SHREWSBURY MANOR, GREENHILLS, DROGHEDA",,Louth,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2018,"BALLYTIGUE, BRUREE, LIMERICK",,Limerick,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"AVONDALE, CHANNEL RD, RUSH",,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2020,"37 CLONKEEN VIEW, BELLINGHAM, PORTLAOISE",,Laois,"€228,211.45",No,Yes,New Dwelling house /Apartment,
15/05/2015,"5 THE GROVE, GRANTSTOWN PARK, DUNMORE RD",,Waterford,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2013,"74 Coney Park, Coneyboro, Athy",,Kildare,"€100,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/05/2020,"20 THE KELLYS BAY STRAND, SKERRIES, DUBLIN",,Dublin,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2018,"93 Maolin, Ballymoneen Road, Galway",,Galway,"€286,862.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/03/2017,"22 PARK HOUSE, BENSON STREET, DUBLIN",,Dublin,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2018,"25 ST HERBLAIN PARK, KILCOHAN, WATERFORD",,Waterford,"€37,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/12/2019,"Garrynagran, Dysart, Ballinasloe",,Roscommon,"€207,048.46",No,Yes,New Dwelling house /Apartment,
18/03/2015,"2  Oaklawns, Athy",,Kildare,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"32 LAKESIDE JETTY, HOLIDAY COTTAGE, MOUNTSHANNON",,Clare,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2017,"50 H CROFT WOOD, GREEN, DUBLIN 10",Dublin 10,Dublin,"€93,374.19",Yes,No,Second-Hand Dwelling house /Apartment,
02/12/2020,"BALLYDUFF WEST, KILMEADEN, WATERFORD",,Waterford,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"2 Flemingstown Park, Churchtown, Dublin 14",Dublin 14,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2019,"6 BEECH GROVE, ATHY, KILDARE",,Kildare,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"92 RATHMOUNT, BLACKROCK, DUNDALK",,Louth,"€304,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2016,"CHURCHVIEW, OLD LIMERICK RD, CHARLEVILLE",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2019,"5 MICHAEL FITZGERALD ROAD, TOGHER, CORK",,Cork,"€209,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2010,"54 Seapark, Malahide, Co. Dublin",,Dublin,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2018,"2 SUNDALE PARADE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"17 CARRIGMORE AVE, CITYWEST, SAGGART",Dublin 24,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"RATHEALY, TULLAROAN, KILKENNY",,Kilkenny,"€282,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2013,"Rustic Lodge, Loughcrew, Oldcastle",,Meath,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2016,"35 PALMER PARK, BALLYBODEN, DUBLIN 16",Dublin 16,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"12 ROCHES TERRACE, COBH, CORK",,Cork,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2019,"28 Knightsgate Crescent, Rush",,Dublin,"€295,154.19",No,Yes,New Dwelling house /Apartment,
24/09/2021,"71 Hammerstone Estate, Hammerstone, Barberstown Road",,Kildare,"€284,850.00",Yes,Yes,New Dwelling house /Apartment,
28/07/2015,"102 St Margarets Road, Hampton Wood, Dublin 11",Dublin 11,Dublin,"€132,159.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/10/2015,"47 gort na manach, cahir road",,Tipperary,"€229,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
07/09/2020,"194 ABBEY DR, RIVERSTON ABBEY, NAVAN RD DUBLIN 7",Dublin 7,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2013,"3 Bride Close, off Bride Street",Dublin 8,Dublin,"€74,250.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/05/2011,"47 Woodview Park, Oakpark, Tralee",,Kerry,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2021,"43 MOYVILLE EST, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2015,"30 CHURCHWELL DR, BELMAYNE, BALGRIFFIN DUBLIN 13",Dublin 13,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2013,"8 Lower St Columba's Road, Drumcondra",Dublin 9,Dublin,"€281,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2015,"17 ROSE PARK, DUN LAOGHAIRE, DUBLIN",,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2021,"61 MOUNT CARMEL, NEWBRIDGE, CO KILDARE",,Kildare,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2012,"ard cashel, Fair Hill, Dungloe",,Donegal,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2015,"THE TERRACE, FREEMOUNT, CHARLEVILLE",,Cork,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/02/2016,"20 DEVESCI HOUSE, LONGFORD PLACE, MONKSTOWN",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2010,"10 Parkhill Road, Kilnamanagh, Tallaght",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2020,"3A OLD BLACKROCK RD, BLACKROCK RD, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2014,"42 KILBRODY, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"THE OLD SCHOOL HOUSE, STONEYFORD, CO KILKENNY",,Kilkenny,"€193,708.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2011,"KILMURRAY, JOHNSTOWNBRIDGE, ENFIELD",,Kildare,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2010,"38 Killeen Avenue, Malahide",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"52 ASHTON PARK, MONKSTOWN, DUBLIN",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2020,"28 DOLMEN VIEW, BALLINA, CO MAYO",,Mayo,"€106,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"APT 23, CUIRT NA RASAI, BALLYBRIT",,Galway,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2021,"5 BEECHGROVE, ROSBERCON, NEW ROSS",,Wexford,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2021,"CUILBEG, CAIRNS HILL, SLIGO",,Sligo,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2012,"Creggane, Duagh",,Kerry,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"51 ASHWOOD AVE, BALLINROBE RD, WESTPORT",,Mayo,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"5 THE MOORINGS, CARNE, WEXFORD",,Wexford,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"55 MANOR ST, WATERFORD",,Waterford,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"22 Castlechurch Park, Newcastle",,Dublin,"€370,044.05",No,Yes,New Dwelling house /Apartment,
14/12/2011,"20 park vale, grangerath, drogheda",,Meath,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2014,"95 WILLOW PARK, ATHLONE, WESTMEATH",,Westmeath,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"60 BRANSWOOD, ATHY, KILDARE",,Kildare,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2016,"ROSEDALE COTTAGE, PLUCKEEN, CAHERSLEE",,Kerry,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2014,"89 CLADDAGH RD, BALLYFERMOT, DUBLIN 10",Dublin 15,Dublin,"€118,528.12",Yes,No,Second-Hand Dwelling house /Apartment,
