DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2019-11-19,"ballinapark, ballyglunin, tuam",,Galway,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-06,"53 cooleen avenue, beaumont",Dublin 9,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-01,"ground floor apt, 81 new st, killarney",,Kerry,35000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-02-03,"4 harmony court, harmony ave, donnybrook dublin 4",Dublin 4,Dublin,600000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-08,"14 st fintans, north st, swords",,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-07,"apt 218 the gates, beacon south quarter, sandyford",Dublin 18,Dublin,288528.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-05-20,"321 blackhorse ave, navan rd, dublin 7",Dublin 7,Dublin,386000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-05,"175 steeplechase green, ratoath, meath",,Meath,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-04,"grange, kilmallock, limerick",,Limerick,650000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-28,"breeny beg, kealkill, bantry",,Cork,82000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-11,"52 orchardstown drive, rathfarnham, dublin 14",Dublin 14,Dublin,353000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-17,"28 ormond house, lyreen manor, maynooth",,Kildare,270669.32,No,No,Second-Hand Dwelling house /Apartment,
2010-01-12,"keadue, burtonport",,Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-14,"54 moanbane park, kilcullen",,Kildare,192500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-17,"17 tara court cresent, navan, meath",,Meath,252000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-26,"40 foxhollow, golf links road, castletroy",,Limerick,531277.52,No,Yes,New Dwelling house /Apartment,
2018-07-13,"6 elder heath drive, elder heath, kiltipper road",Dublin 24,Dublin,246696.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-11-29,"kilkenny road, bennettsbridge, co. kilkenny",,Kilkenny,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-12,"26 o'sullivans place, killarney, co kerry",,Kerry,184000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-21,"bumlin, strokestown, roscommon",,Roscommon,27000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-28,"11 windmill park, porterstown, dublin 15",Dublin 15,Dublin,172254.0,No,No,Second-Hand Dwelling house /Apartment,
2010-04-14,"meentinny west, rockchapel",,Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-16,"stream house, punchestown upper, naas",,Kildare,790000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-06,"9  clanrickarde estate, boreenmanna road, cork",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-18,"75 cromwelsfort rd, walkinstown, dublin 12",Dublin 12,Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-22,"8 ard erin mountrath, mountrath, laois",,Laois,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-20,"8 cedar park, leixlip, kildare",,Kildare,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-20,"st. catherines row, killybegs, county donegal",,Donegal,38000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-07,"47 shelbourne village, ringsend, dublin 2",Dublin 4,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-02,"ashlawn, bunaqurra, bunclody",,Wexford,164000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-04,"113 ivy exchange, parnell st, dublin 1",Dublin 1,Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-04,"65 st johns wood, clondalkin, dublin 22",Dublin 22,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-18,"6 parkside view, parkside, malahide road",,Dublin,334801.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-12-22,"inchinattin, reenascreena, rosscarbery",,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-29,"8 victoria street, military hill",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-08,"4 lartigue court, flemings lane, killarney",,Kerry,58500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-09,"23 primrose ave, esker hills, portlaoise",,Laois,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-17,"12 frederick st north, dublin 1, dublin",Dublin 1,Dublin,630000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-13,"4 aisling house, county galway",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-16,"2 castle meadows, skehard rd, blackrock",,Cork,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-14,"rathmoyle, rascheen, adrahan",,Galway,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-22,"33 larkspur hall, the gallops, sandyford",Dublin 18,Dublin,300000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-12-19,"18 lake vale, kilminchy, portlaoise",,Laois,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-29,"19 the view, citywest village, citywest",Dublin 24,Dublin,375000.0,No,Yes,New Dwelling house /Apartment,
2017-03-29,"108 templeogue wood, dublin 6w, dublin",,Dublin,285000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2020-02-19,"3 brookfield terrace, blackrock, co dublin",,Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-26,"175 the willows, carrigalee, ballincollig",,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-19,"81 greentrees road, perrystown, dublin 12",Dublin 12,Dublin,496000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-15,"63 avondale lawn, blackrock, co dublin",,Dublin,780000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-19,"15 roncalli rd sutton, dublin 13, dublin",Dublin 13,Dublin,570000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-10,"6 drumcarranmore, loughville, ennis",,Clare,486283.0,No,Yes,New Dwelling house /Apartment,
2020-05-27,"2 beechwood cottage, beechwood ave lower, ranelagh dublin 6",Dublin 6,Dublin,536500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-31,"42 lakeview, rathbawn rd, castlebar",,Mayo,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-21,"32 rd two, muirhevnamore, dundalk",,Louth,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-04,"40 glenheron walk, glenheron, greystones",,Wicklow,515418.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-01-06,"8 lambay, lambay, kilbride",,Meath,273000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-22,"knock rd, castlerea, roscommon",,Roscommon,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-22,"56 maplewood ave, tallaght, dublin 24",Dublin 24,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-24,"47 estury court, seatown rd, swords",Dublin 15,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-08,"great connell, newbridge, co kildare",,Kildare,750000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-02-21,"silliott hill, kilcullen",,Kildare,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-11-27,"23 rialto cottages, rialto",Dublin 8,Dublin,128000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-30,"18 bandon road, cork",,Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-01-27,"no. 9 the meadows, brigown, mitchelstown",,Cork,190500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-10,"51 stratton walk, adamstown square, adamstown",,Dublin,154185.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-03-25,"16 mccabe villas, booterstown, county dublin",,Dublin,282000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-06-22,"4  sruthan suain, garryvoe",,Cork,249201.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-11-14,"14 victoria est, cobh, cork",,Cork,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-30,"13 osberstown drive, sallins, naas",,Kildare,203000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-19,"16 somerton grove, newcastle road, lucan",,Dublin,330396.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-10-06,"apt 158 charlestown centre, charlestown place, st margaret's road  finglas",Dublin 11,Dublin,194086.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-25,"45 cloncurry house, spencer dock, north wall quay",Dublin 1,Dublin,725000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-28,"lissawarriff, carrickboy, longford",,Longford,27000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2016-06-17,"9 beach park, portmarnock, dublin",Dublin 13,Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-06-28,"17 eden grove, donabate",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-10,"37 belmont, cobh, co cork",,Cork,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-12,"14 churchfield glen, churchfields, ashbourne",,Meath,318500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-03-10,"14 mount prospect apt, mullingar, westmeath",,Westmeath,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-07,"apt 155, trimbleston, goatstown rd dublin 14",Dublin 14,Dublin,1260000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-25,"falty, spencer harbour, drumkeerin",,Leitrim,55000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-26,"79 dorrins strand, strandhill",,Sligo,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-30,"14 mayville, kilrush road, ennis",,Clare,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-05,"62 glenside, ballycarnane woods, tramore",,Waterford,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-01,"15 wheatridge, maryborough woods douglas, cork",,Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-16,"25 orwell hall, marianella, rathgar",Dublin 6,Dublin,550000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-12-19,"63 flax fields, convoy, donegal",,Donegal,62500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-15,"39b mckelvey avenue, finglas, dublin 11",,Dublin,246696.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-11-21,"block c, 100 adelaide sq, whitefriar st",Dublin 8,Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-09-17,"19 melville view, meakstown, dublin 11",,Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-23,"11 gort na habhainn, milford, cork",,Cork,55000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-07-22,"1 lakeview, ballybay road, cootehill",,Cavan,265000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2017-01-06,"caherlohan, tulla, clare",,Clare,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-09,"no. 21 radharc na cora, avoncore, mill road",,Cork,275000.0,Yes,Yes,New Dwelling house /Apartment,
2017-08-21,"tiaquinn, colemanstown, ballinasloe",,Galway,113000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-13,"21 st. enda's road, gurranabraher, cork",,Cork,72500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-27,"10 marie ville, togher, cork",,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-26,"main street, drumkeerin, co leitrim",,Leitrim,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-27,"8 beacon hill, fahan, donegal",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-10,"31 the concert building, parkwest pointe, parkwest dublin 12",Dublin 12,Dublin,206000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-23,"43 the close, coolroe meadows, ballincollig",,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-01-10,"49 mullagh glas cresent, monaghan",,Monaghan,59863.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-10-31,"45 beresford court, donabate",,Dublin,339207.0,No,Yes,New Dwelling house /Apartment,
2016-02-04,"21 allow hill, freemount, co cork",,Cork,34723.86,No,No,Second-Hand Dwelling house /Apartment,
2019-07-17,"63 maydenhayes road, maydenhayes, mornington",,Meath,263876.0,No,Yes,New Dwelling house /Apartment,
2011-01-21,"rossaville, ballincar",,Sligo,930000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-02,"1313 donore cottages, donore, naas",,Kildare,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-05,"37 belfield park, stillorgan rd, dublin",,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-04,"27 montfort, monaghan, monaghan",,Monaghan,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-10,"32 the paddocks crescent, adamstown  lucan, co. dublin",,Dublin,318000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-01-17,"nohoval, belgooly, cork",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-06,"unit 308, phase 2b, roseberry hill",,Kildare,235000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-08-17,"convent road, ballinrobe, co mayo",,Mayo,20000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-14,"no 1 st annes, ballygaddy road, tuam",,Galway,16000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-26,"49 comeragh rd, drimnagh, dublin 12",Dublin 12,Dublin,368000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-24,"28 ballinorig estate, tralee",,Kerry,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-29,"69 madeira wood the moyne, enniscorthy, wexford",,Wexford,162000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-28,"10 windmill terrace, porterstown, dublin 15",Dublin 15,Dublin,206851.0,No,No,Second-Hand Dwelling house /Apartment,
2011-08-31,"18 aisling close, ballincollig",,Cork,202000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-28,"14 laurel grove, avenue rd, dundalk",,Louth,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-23,"80 meadowbrook, tulsk",,Roscommon,33062.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-16,"50 inis alainn, curryclough, bandon",,Cork,202643.17,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-08-10,"friarstown, bennekerry, carlow",,Carlow,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-15,"apt 23, grand canal wharf, south dock rd dublin 4",Dublin 4,Dublin,282000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-26,"15 willbrook downs, rathfarnham, dublin 14",Dublin 14,Dublin,346350.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-15,"41 grove island student village, grove island, corbally",,Limerick,1890000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-04-16,"apartment b4, edward court, edward street  tralee",,Kerry,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-06,"7 the croft, parc na silla ave, loughlinstown dublin 18",Dublin 18,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-07,"apt  6, mcdonagh street, nenagh",,Tipperary,18500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-20,"50 millers avenue, millers glen, swords",,Dublin,360000.0,No,Yes,New Dwelling house /Apartment,
2018-03-13,"loch eala, convent rd, rosscarbery",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-09,"20 dodderbrook park, ballcullen",Dublin 24,Dublin,330396.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-11-25,"16 annsfield woods, athlone, westmeath",,Westmeath,183500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-02,"11 ballybane neighbourhood village, ballybane, galway",,Galway,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-23,"piercetown house, piercetown",,Meath,1150000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-03,"moorestown, malin, donegal",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-10,"moyvilla, oranmore, galway",,Galway,297000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-28,"4 asgard mews, garnge manor, waterford",,Waterford,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-30,"21 sleepy hollow, kinsealy lane, malahide",,Dublin,625374.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2014-12-12,"main street, cappawhite",,Tipperary,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-30,"145 the walled gardens, celbridge, kildare",,Kildare,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-29,"corr, leitirmacaward",,Donegal,70000.0,Yes,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-12-16,"1 pembroke house, abbey st, wexford",,Wexford,63000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-20,"9 glen abhainn close, enfield, meath",,Meath,251000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-07,"stradeen, carrickmacross, monaghan",,Monaghan,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-15,"apt 34 wellington court, mountjoy street",Dublin 7,Dublin,147200.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-16,"12 barron place, drumcondra, dublin 9",Dublin 9,Dublin,262000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-13,"37 park way, grangerath, drogheda",,Meath,435000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-01-07,"1 raheen crescent, tallaght",,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-04-15,"44 laurel wood, kilcullen, kildare",,Kildare,272000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-25,"69 rusheen ard, caltragh, sligo",,Sligo,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-01,"5 heather hill square, graiguecullen, co. laois",,Laois,158000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-11,"59 higgins pk, fairgreen mountmellick rd, portlaoise",,Laois,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-07,"apartment no. 15 orchard court, the orchard, oldtown demesne  osberstown",,Kildare,233480.18,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2017-12-01,"44 ashley ave, cherrymount, waterford",,Waterford,220000.0,No,No,Second-Hand Dwelling house /Apartment,
